,sen1,sen2,sen3,colalab,colasc
5655,"In this excerpt from ""Home: The Blueprints of Our Lives,"" by Narciso Rodriguez, the author sets a very clear mood in the memoir.","Narciso Rodriguez's ""eternally grateful for his family and everything they did for him.","For example, ""[",LABEL_1,0.580632209777832
5656,"In his memoir, Narciso Rodriguez creates a warm and loving mood.","First, he talks about his welcoming house.","Rodriguez writes, ""...the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both..."" (@NUM1) this shows that Narciso's home was open to anyone.",LABEL_1,0.5338007807731628
5658,The last way Narciso explains the mood is in paragraph @NUM3.,In this paragraph he just gives an overall warm and inviting mood.,He says how appriciative of his parents he is.,LABEL_1,0.5938202738761902
5659,The mood created by the author is a happy mood.,"I think that it is a happy mood because Narciso is describing his life, and at the end he says he has a happy life.","""I will never forget how my parents turned this simple house into a home"" (@CAPS1 @NUM1).",LABEL_1,0.8491305112838745
5660,I think that it is a happy mood because of the way he talks about his neighbors.,"""It was a close knit community of honest, hardworking immigrants who extended a hand to people who, while not necessarily their own kind, were clearly in need"" (@CAPS1 @NUM2).",I think that since he talks about his friends and neighbors so well that it is a happy neighborhood.,LABEL_1,0.6347607374191284
5662,The mood created by the author in this memoir is lovable.,Narciso Rodriguez said he will always be grateful to his parents for their love and sacrifice.,He said that what they did was a more courageous thing than he could have ever done.,LABEL_1,0.9127614498138428
5663,"In the memoir, the author creates a loving mood.",I think he creates a loving mood as opposed to something else because of the way he describes and explains things.,"For example, when he is describing his parents cooking.",LABEL_1,0.8722097277641296
5668,The mood created by the author is that he is remembering back at the old days how he used to live and how much he admires his family but mostly his parents.,He came to the United states in 1956.,"In 1961, he was born into a simple house.",LABEL_1,0.6074456572532654
5672,The mood created by the author in the memoir is proud.,The author was proud because he was growing up as a loving caring child in the US.,Also he was proud that even though his family moved to th US from Cuba he still practices his Cuban culture.,LABEL_1,0.682407796382904
5676,"He is grateful that his family always got together and had a feast with cuban music, activities, and food.",His parents gave up their jobs and had to Start their lives over entirely.,"Narciso is also grateful that he learned the real definition of ""family"".",LABEL_1,0.96194326877594
5677,The mood definitely helps you feel and comprehend the story better.,The mood is a mixture of both happy and sad because of the way the author states his ideas.,"For example, the sentence ""I will never forget how my parents turned this simple house into a home"" makes me feel sad because he grew up and everything is just memories now but he keeps those happy memories.",LABEL_1,0.909969925880432
5678,"In Narciso Rodriguez's memoir from ""Home: The Blueprints of Our Lives"" he/she incorporated love and passion into the mood.",You can tell this by how fondly and strongly Narciso talks about some things.,"""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the backdrop to life in our warm houses.""",LABEL_1,0.8263911604881287
5679,The mood created by the author in the memoir is grateful and fortunate.,Narciso Rodriguez talks about being so fortunate to have his parents and his heritage of being Cuban.,"From paragraph @NUM1, ""I will always be grateful to my parents for their love and sacrifice.""",LABEL_1,0.5604183673858643
5681,They wanted a better life and education for their kids.,"They had to leave their homeland, where they were born and raised and give up some things to get better things.",They had to give up their job and skill's they already knew how to do for better things.,LABEL_1,0.7834879755973816
5683,The author describes the hardships his parents had to go through like adjusting to a colder climate in not getting good jobs.,"Even though they had their own troubles, they were selfless and didn't let their problems get to them.",The author is very grateful for how his parents gave him a home and taught him what a family really was.,LABEL_1,0.5876376032829285
5684,The final way the author creates a mood is during the last sentence of the memoir.,"The author states ""I will never forget how my parents turned this simple house into a home"".",This quote captures the mood of being thankful for the unity of his family.,LABEL_1,0.9618932008743286
5685,"In the memoir by Narciso Rodriguez, the mood he created is gratitude.","First, he is grateful to his family.","For example he says, ""I will always be grateful to my parents for their love and sacrifice"" (@NUM1).",LABEL_1,0.8026809096336365
5686,The mood the author created in the memoir was joyful and optimistic.,"In the memoir, the author describes his home and how even though the house wasn't much, his parents made it feel inviting and comfortable.","In his neighborhood, all the people were friends and took care of each other when they needed help.",LABEL_1,0.9331921339035034
5687,"The mood created by the author in the memoir shows a kind community, careful, and courage.","My first quote is ""...hard working immigrants who extended a hand to people who, while not necessarily their own kind, were clearly in need.""",The quote means the mood of the community is kind and helping.,LABEL_1,0.5344381332397461
5689,"In the memoir Narciso Rodriguez, the mood is set to reflect family values and memories.",For example in paragraph @NUM1 she explains that her family is From Cuba and they raised her in a replica of a traditional Cuban home.,She tells us that her parents bolth cook traditional Cuban foods and teach her how to cook as well.,LABEL_1,0.5408167243003845
5690,They supported and cared for her at the same time they were strugling for money.,They never showed sadness and they loved and cared for her.,"Even though Narciso lived in a small apartment in the city, she and her family show that you can make the best out of any situation.",LABEL_1,0.9077246189117432
5692,He is also trying to say that there is no way to express his emotions and love to his parents.,"""But, in reality, there is no way to express my gratitude for the spirit of generosity impressed upon me at such an early age and the demonstration of how important family and friends are.""",The authors main point is to thank their parents for everything they have done.,LABEL_1,0.8314288258552551
5697,"In paragraph @NUM2, Rodriguez says ""I will always be grateful to my parents for their love and sacrifice.""","When he says this, it is another time he is telling us he is grateful for his family.","Throughout the whole excerpt, Rodriguez lists many times he was happy and grateful for everything his parents have done for him, which sets a positive mood.",LABEL_1,0.6639142036437988
5700,"In the memoir, Narciso Rodriguez, several moods such as comfort, sympathy and a sense of family are created by the author.",Immediately as I began to read I felt comforted by the author writing about the home and family.,I felt especially warm inside when he talked of his fond memories with friends.,LABEL_1,0.8323747515678406
5701,They had to settle with getting jobs underequiped for their abilitie.,"His parents, he said ""came selflessly, as many immigrants do, to give the children a better life, even though it meant leaving behind their families, friends and careers in the country they loved"".",He feels that this is one of the reasons his childhood house was turned into a home.,LABEL_1,0.6905151605606079
5702,"The mood of this memoir is almost remorseful, remembering his childhood home, his family life that includes his neighbors and extended family Narciso Rodriguez creates a feeling of being home and being surrounded by people you love.",He explains how his first friend was his babysitter and the person who lived above him.,And his real grandparents were still in Cuba so his downstairs neighbors became his surrogate grandparents.,LABEL_1,0.6089739203453064
5705,"In Narciso Rodriguez's memoir, the mood and feeling of her home and comunity is a happy and heartwarming situation.","Most people who would live in a tiny apartment in the city would say that it was to small and cramped, while they wished for a mansion on the ocean, but Narciso was perfectly happy being in that environment.","The way she described it, there were always great smells, wounderful music, and great people around all of the time.",LABEL_1,0.6143332719802856
5707,"Also, most of Narciso's family did not have homes for a while which is sad because they do not have a place to call home.""","Countless extended family members came and went-and there was often someone staying with us temporarily until they were able to get back on their feet.""",Narciso's parents gave up everything for him to have a better life.,LABEL_1,0.8819419145584106
5708,The mood in the memoir changes.,But overall the mood is sad.,It tells how Narciso's parents give up what they had for the better of their children.,LABEL_1,0.8316161036491394
5709,The mood that the author created throughout the course of the memoir was a sense of happiness but also family.,"This family moved from Cuba to @LOCATION1 with no clue what to expect, no prior knowledge of the culture or anything else.",All they had was eachother which gives off a great sense of family.,LABEL_1,0.7139002084732056
5710,In the memoir the expressed different moods.,"One of these moods were appreciative, he was appreciative that his parents made a house into a home.",They made him happy by the way his parents passed on their rich culinary skills and love of cooking and their passionate cuban music which filled the air of his home.,LABEL_1,0.5501567125320435
5713,"In the memoir, ""Home: The Blueprints of Our Lives"" by Narciso Rodriguez, There are various different moods.",The main mood is thankful.,"In the memoir, Narciso Rodriguez expresses a thankfull mood.",LABEL_1,0.8149675726890564
5717,The mood created by @PERSON1 in the memoir from Home The Blueprints of Our Lives is one of generosity and friendship.,"From an early age, @PERSON1 recounts how more often than not there would be a guest at his table.","It could be Alegria his ""babysitter and first friend,"" his surrogate grandparents, or any number of friend and relatives.",LABEL_1,0.5126034021377563
5718,"I think the mood that this author is creating is love, happiness, and respect.",He really admired and cared for his parents.,"In @CAPS1 @NUM1, the author remembers, ""My mother and father had come to this country with such courage, without any knowledge of the language or the culture.",LABEL_1,0.7627904415130615
5720,"A picture of kind, smiling faces is painted by this description of a tightly-knit, ever-willing to hep group of people.",Rodriguez tells of his parents' creation of a beautiful home from just a house.,"""My parents kept their arms and their door open to the many people we considered family.""",LABEL_1,0.5035790801048279
5721,"In the memoir ""Narciso Rodriguez"" from ""Home: The Blueprints of our lives"" the mood created by the author is that his parents were loving and caring.",His parents were loving and caring because they made their house into a home.,His parents were selfless and caring when they come to the United States.,LABEL_1,0.6821877360343933
5722,I think that the mood created by the author was happiness.,I think this because when @CAPS1 was talking throughout the story @CAPS1 talked about how great her life was and how nice your parents are.,@CAPS1 talked about her life as being very nice because @CAPS1 grew up in a house that turned into a home.,LABEL_1,0.6313406229019165
5723,"Also, @CAPS1 talks about how caring her parents were when they opened there doors to family that needed a place to stay until they got back on their feet.","Lastly, I think the mood set by the author was happiness because @CAPS1 had a lot of her family or close friends living either above or below them.",Those are the reasons I thought the mood set by the author was happiness.,LABEL_1,0.8924762010574341
5724,I think the mood created by Narciso Rodriguez in his memoir is that he is proud and grateful.,One way he shows he is grateful is by telling the readers how his parents sacrificed themselves to give him a better life.,"He says: ""I will always be grateful to my parents for their love and sacrifice.""",LABEL_1,0.9542927145957948
5725,"The mood created by the author (narciso Rodriguez) in the memoir was that he was grateful/appreciative for his life, and also happy with his life.",Through out this memoir I think he has realized and is explaining what family really is and that he is grateful for having one.,"You'll figure this out when you read this because he states, ""Growing up in this environment instilled in me a great sense that ""family"" had nothing to do with being blood relative.""",LABEL_1,0.5856956243515015
5726,"He understands that they only left for his benefit, and he appreciates that.","Also, Narciso is thankful that although his parents moved to the United States, they kept their Cuban traditions.","In Narciso's three room apartment, ""Passionate Cuban music... filled the air, mixing with the aromas of the kitchen"" (@CAPS1 @NUM2).",LABEL_1,0.9020037651062012
5729,"During Narciso's life, growing up in a small house doesn't matter when you're surrounded by people you love.","The author created the mood of happiness, love, achievement, and being proud.","Narciso was very proud of his cuban heratige, as well has his brave parents, that created a beautiful home and life for him.",LABEL_1,0.713575005531311
5733,"In the memoir, Narciso Rodriguez creates a very specific mood.","He talks about family, love, and home.","For example, Narciso says that the heart of his home was the kitchen, and there was always passionate Cuban music playing.",LABEL_1,0.9725131988525392
5734,The mood created by the author in the memoir is a positive one.,The author tells how his parents immigrated from Cuba in 1956 and how he was born in 1961.,"He never said one negative thing about his life growing up in Newark, New Jersey.",LABEL_1,0.8997832536697388
5735,"In the memoir, paragraph @NUM2 ""They Struggled both personally and financially, braving the harsh northern winters while yearning for their native tropics and facing cultural hardships.""","The last mood gives me the impression of what a real family is about: love, loyalty and friendship.","In the memoir, paragraph @NUM3 ""It was here where I learned the real definition of ""family"".",LABEL_1,0.6724750399589539
5736,The mood of the @CAPS1 is happy.,"In the memior, Narciso Rodriguez describes the happy and fun times of living in her small home in New Jersey.","He describes how his family, which consisted of her mother and father turned their @CAPS2 house into a cuban home and opened the doors to other refugees that were going through difficult times.",LABEL_1,0.6169347167015076
5738,In the memoir I think the mood the author creates is love for family.,"In paragraph @ORGANIZATION1 explains that family has nothing to do with being a ""blood"" relative.",He means that you don't have to be related to someone to consider them family.,LABEL_1,0.6520505547523499
5739,The mood created by the author in the memoir is grateful and apriciative.,"In @CAPS1 @NUM1 it says ""My parents always kept their arms and their door open to the many people we consider family, knowing they would do the same for us.""","This quote shows that Narciso Rodriguez felt very grateful about where he live with all his family and friends, because he knows that if his family need something, their neighbors will alway be there for him and his family.",LABEL_1,0.563964307308197
5743,The author of this memoir created many moods.,"One mood that was felt is happiness because of the way Narciso Rodriguez described his home to be a place of childhood innocence, family, friends, and endless celebrations.","Another mood is gratitude for I have never given up my friends, family, and home and Narciso Rodriguez's parents had to give up their friends, family, and home in Cuba to support Narciso.",LABEL_1,0.7961606383323669
5744,"The mood created by the author in the memoir is that of love, kindness, and welcome.","This is true because the author uses adjectives such as passionate, warm, humble, and simple to describe how the family lives surrounded by kind people with a loving ambience.","Also, the author describes how his family always welcomed others into their home and received a similar kindness back.",LABEL_1,0.8853944540023804
5745,"Also, in paragraph @NUM2, the author says that his parents came to @LOCATION1 selflessly, to let their child have a better life even though they were leaving their home country.","Lastly, in paragraph @NUM3, Rodriguez describes the warm memorice of his home, where he had birthdays, parties, and family.",He said that there was the scent of life and love in the air.,LABEL_1,0.9039379954338074
5747,"Another reason he loves his family, his parents specifically, is because they did so much for the author.","""They came selflessly to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they love.""","This means that even though everything they have known is in Cuba, they wanted their children to have better lives and chances to be happy, so they left everything and moved on.",LABEL_1,0.9453101754188538
5748,"In the nonfiction memoir Narciso Rodriguez by @PERSON1, the author creates a curious and warm mood by talking about his origin, talking about his upbringing, and talking about his memories.","First of all, the author talks about the Cuban family he was raised into in Newark, @LOCATION2.",He tells the reader that he lived in a two-family home with Cuban immigrants.,LABEL_1,0.8376330137252808
5749,The mood the author creates in this memoir is gratitude.,The author is very grateful to his parents for all that they have sacrificed for him.,"For example, they came to the United States from Cuba, without a clue of its customs or language.",LABEL_1,0.971634030342102
5750,"It was here where I learned the real definition of ""family"""".",This quote puts a calm mood because when you think of filling the air with scents and playing nice music it puts you in a clam relaxed mood.,This quote also shows a loving mood as well.,LABEL_1,0.5752624273300171
5754,"Based on the memoir ""Narciso Rodriguez"" by Narciso Rodriguez, the mood could be a lot of things.",The mood created by the author in the memoir is a @CAPS2 mood.,"first of all I know this because in paragraph @NUM1 it said ""... and for wich I am eternally grateful.""",LABEL_1,0.5883252620697021
5755,"Also, the author talks about his life in an immigrant community and how he was exposed Cuban music, foods, and culture from his parents.",The author's upbringing makes the reader curious and warm because they want to know more and learning about cultures and celebrations gives the reader a warm feeling.,"Last but not least, the author talks about his loving parents and Cuban feasts.",LABEL_1,0.6487160325050354
5756,The author creates a peaceful mood in the memoir.,Its peaceful because you can just picture the admiration in his voice when he talks about his family.,"One reason he loves his family is because, ""my parents always kept their arms and their door open to the many people we considered family, knowing they would do the same.""",LABEL_1,0.9277853965759276
5758,The mood of the memoir by @PERSON1 is love and compassion for his parents.,He tells how he grew up with pride for Cuba and how he still loves Cuban music.,"His parents gave him these qualities which he adores but he is ""eternally grateful for his rich culinary skills that were passed on to him by his parents.",LABEL_1,0.8009108304977417
5759,"In his neighborhood, many people were the victims of racism, so they all came together to be a stronger whole.",By growing up like this he learned how to give a helping hand to those who were in need.,"@PERSON1 also told the reader of the courage his parents had by leaving everything they knew and loved behind and how he wished he could have that same courage, but at least he knew of it.",LABEL_1,0.7855461239814758
5760,The mood in the memoir was that the author was grateful.,He was grateful for many things like love for cooking and grateful for his parents.,He is happy he has this family and he is happy that he has the simple house he was born in.,LABEL_1,0.820573091506958
5761,"This feeling is created by the author's language, displaying a masterpiece to the reader.","Language like ""very heart"" and ""warm house"" is what really conveys it.","In conclusion, the author uses language appealing to a readers sense of safety, warmth, and unity to create a warm theme in his memoir.",LABEL_1,0.6742971539497375
5763,"This sentence not only makes the reader happy for him, but they can see unity in his family.","In paragraph @NUM2, he also shows how life with his family was.","""It was a close-knit community of hardworking immigrants...""",LABEL_1,0.6230695247650146
5764,"The memoir ""Narciso Rodriguez"" creates an overall mood of happiness, and some sadness at the same time.","In paragraph @NUM1, the author explains what it was like to live in his home in Cuba.",The way he describes his experience in the kitchen cooking and listening to music gives the reader a warm feeling.,LABEL_1,0.7665097117424011
5765,The author sets a mood to the memoir that allows the reader to attach and relate to what he is trying to explain.,The mood given off by the memoir to me is selflessness.,We all have an experience in life where someone gives up a piece of their lives for you.,LABEL_1,0.7153715491294861
5766,"Even though they gave these things up they brought along a lot of their Cuban customs with them such as music, cooking and lifestyle for Narciso to experience while living in the safe and comfortable environment of @LOCATION1.","They took those things and invited them to their new house to create a comfortable, suitable, loving living area which allowed Narciso to call this area ""home"".",By showing the selflessness of his parents the author is able to create a connection to a time in the readers life where someone showed this sort of mood towards them creating a perfect mood to enjoy the reading.,LABEL_1,0.8125426173210144
5767,"The author's mood in this memoir is gratefulness, happiness, and gratitude.","In paragraph @NUM1, the author shows happiness, ""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations... formed the backdrop to life in our warm home.""","As you can see the author was very happy to move to @LOCATION1 to start a new, fulfilled life.",LABEL_1,0.5833582878112793
5768,In this memoir there is a mood created by the author.,"In the memoir the mood is like, calm and happy and relaxing.","In the memoir the author is saying ""passionate cuban music filled the air, mixing with the aromas of the kitchen.""",LABEL_1,0.5048233866691589
5769,"For example the book reads ""Countless extended family members came and went-and there was often someone staying with us temporilily until they were able to get back on their feet"".","Thirdly, the boy will always be grateful to his parents for their love and sacrifice.","For instance the auother quotes ""They came selflessly, as many immigrants do, give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved.",LABEL_1,0.5677337646484375
5772,This shows his parents were loving and made sacrafices for their children to have a good life.,"In paragraph @NUM2 it says ""they struggled both personally and financially"".",This shows they cared about their family because they sacraficed things to struggle & make their family happy.,LABEL_1,0.6207582354545593
5781,I think the mood the author set is loving.,The story says how there was a love for cooking and a passion for Cuban music.,Just how endless celebrations brought life in there warm home.,LABEL_1,0.6644849181175232
5785,He explains where he comes from and he just loves the way he can live his life simple and be happy for what he had accomplished so far (and his parents).,In his memoir the details and the description just makes you want to keep reading and learn more about his life.,"In conclusion, every-thing in the memoir is so kind and precious to him.",LABEL_1,0.5054312348365784
5787,"In the memoir, the author also tells about his extreme thankfulness towards his parents.",He admired their courage.,Narciso felt that his parents did all they could to give their family a good life and that they were successful.,LABEL_1,0.9674532413482666
5788,The author created a very positive and optimistic mood in the memoir.,He talked about how his fascinating Cuban culture was portrayed throughout his home.,"The author said, ""passion Cuban music (which I adore to this day) filled the air, mixing with the aromas of the kitchen.""",LABEL_1,0.8606781959533691
5791,In the parenthesis it emphasizes the love Narciso has for Cuban music even more.,"""Our landlord and his daughter, Alegria (my babysitter and first friend), lived above us, and Alegria graced our kitchen table for meals more often then not.""",This here shows how friendly both the families are together and they are happy to enjoy these meals.,LABEL_1,0.8455631732940674
5792,The mood created in the memoir is very loving and caring and it shows appreciation to the authors parents.,"The author (@ORGANIZATION1) explains how it was for him as a kid and his ""family"" doesn't always mean a blood relative.",He describes the household as being very humble and always had open arms and welcomed others.,LABEL_1,0.5437303185462952
5798,The mood of the memoir was heart-warming.,"The way Narciso Rodriguez wrote the memoir was looking back at his life as half full, not as half empty.","Instead of pointing out or remembering the bad things about his childhood, he writes about the good parts of his childhood.",LABEL_1,0.7077307105064392
5799,"Paragraph five states ""The barriers to work were strong and high, and my parents both had to accept that they might not be able to find the kind of jobs they deserved.""",His parents worked hard for what they worked for and no one can take that away.,"In conclusion, the author makes the reader feel praud for what Narciso's parents have done.",LABEL_1,0.8656041622161865
5800,"In the story ""@PERSON1"", the mood created by the author is loving and peaceful.","For example, Passionate Cuban music filled the air, mixing the aroma of the kitchen.",This shows that the home is peaceful.,LABEL_1,0.8772608041763306
5801,"This article also says that close friends can also be family and now that I think about it, I think it's true.","The author says ""growing up in this enviroment instilled in me a great sense that family had nothing to do with being blood relatives.",That's the kind of mood this author created for me as I read this memoir.,LABEL_1,0.9118970036506652
5802,"In this memoir, the author creates a very calming and relaxing mood.","The author talked about how family isn't about blood, and how a house doesn't have to be spectacular to be a home.","The authors said in the memoir ""I will never forget how my parents turned this simple house into a home"".",LABEL_1,0.8031250238418579
5806,The mood the author created in the memoir was happiness and satisfaction.,I know this because in the story the main character is happy.,As he arrives in New Jersey he enjoys how his parents create their house looking like a traditional Cuban home.,LABEL_1,0.9153165221214294
5807,Another thing is that the main character is satisfied of what his parents do for him.,"In paragraph @NUM1 it says ""I will always be grateful to my parents for their love and sacrifice.""","The last thing is that he is thankful to his parents because in paragraph @NUM1 it says ""@CAPS1 often told them that what they did was a much more courageous thing that I could have ever done.",LABEL_1,0.5193842649459839
5808,The mood created in Rodriguez's memoir is one of gratefulness + happiness.,There are supporting feelings such as coziness + friendlyness but Rodriguez himself most exhibits gratefulness.,"In paragraph @NUM1, there is a great catalogue of gratefulness to the social skills that were passed down to him.",LABEL_1,0.6322669386863708
5809,This article @PERSON1 has created a different mood for me.,I was first bored but now I'm more grateful of my parents.,My parents had also moved from a different country to the United States.,LABEL_1,0.6765061616897583
5813,"The mood that Narciso Rodriguez protrayed very strongly in ""Narciso Rodriguez"" is gratitude.","In the memo I @CAPS1 mentions how thankful @CAPS1 truly is to his parents for giving him a life of family, and happiness, love etc.","For example @CAPS1 thanks them for their ""rich culinary skills and love of cooking that is still with me today (and for which I am extremely grateful).""",LABEL_1,0.5247984528541565
5814,The use of repetition provides a reader with the knowledge that that word is very important.,So grateful appears to be a keyword.,"Also, later in paragraph @NUM2 it says ""But, in reality, there is no way to express my gratitude for the spirit of generosity impressed on me at such a young age"" There is so much passion in this phrase.",LABEL_1,0.5861099362373352
5815,The extra information in the parentheses also provide a grateful tone to the piece of writing.,"Also in paragraph @NUM2 it says, ""I will always be grateful to my parents for their love and sacrifice.""",The language used (grateful) shows the intence thankfulness he feels.,LABEL_1,0.570552408695221
5816,The mood of this memoir was appreciative.,The author reflects upon his experiences at home in a positive manner which expresses the fact that he is thankful for what he had.,"""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills and love of cooking that is still with me today (and for which I am eternally grateful) (paragraph @NUM1).",LABEL_1,0.7309183478355408
5817,"The mood created by Narciso Rodriguez in from Home: The Blueprints of Our Lives is immense gratitude, happiness, and admiration.","Rodriguez describes his home @CAPS1 writes, ""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the backdrop to life in our warm home"" (@NUM1).","Rodriguez expresses happiness reminiscing about his home that was ""warm.""",LABEL_1,0.5092406868934631
5821,"This is shown when Narciso says, ""my parents always kept their arms and their door open to the many people we considered family, knowing that they would do the same for us.""","In addition the comforting feeling is shown when Narciso says, ""I learned here about how to love....",My parents turned this simple house into a home.,LABEL_1,0.9184441566467284
5828,"In the memoir, ""Narciso Rodriguez,"" the author creates a mood.","First, The author shows feelings in this part ""My parents both shared cooking duties and un wittingly passed on to me their rich culinary skills and a love of cooking that is still with me today.","Passionate Cuban music filled the air, mixing with the aromas of the kitchen.",LABEL_1,0.531099796295166
5831,The mood created by the author in the memoir is a happy and loving mood.,"It sets a loving mood whe the author says, ""Growing up in this enviornment instilled in me a great sense that 'family' had nothing to do with being a blood realitive.""",This sets a loving mood because the author is pretty much saying that a person can be so close to you and love you that you consider them family even though you are really not even related.,LABEL_1,0.8281959295272827
5832,"In the story it states ""My Mother and father had come to this country with such courage"".",I feel so proud that they wanted to leave to come have a better life.,Lastly the mood is happy.,LABEL_1,0.6795989871025085
5833,"""I will always be greatful to my parents for their love and sacrifice"".","One last fact that contributes to the mood of this memoir, is Narciso's view on family.","""Growing up in this environment instilled in me a great sense that ""family"" had nothing to do with being a blood relative...",LABEL_1,0.9300431609153748
5838,The author says he is very proud that his parents were such caring people.,"The mood of this story is overall very happy, sharing, caring, and grateful because of how nice the parents were.","The author states ""my parents always kept their arms and their door open to the many people we considered family, knowing they would do the same for us.""",LABEL_1,0.682201087474823
5839,"In the memoir ""@PERSON1"" from Home: The Blueprints of Our Lives the author creates a positive, greatful mood.","The author ""will always be greatful to my parents for their love and sacrifice"" I know because a writes a few paragraphs just to show how thankful @CAPS1 is to his parents.","@CAPS1 describes how great their jobs were in Cuba and then how poor they became in the @LOCATION1, but yet they still worked hard to give their children a better life.",LABEL_1,0.5981540679931641
5843,The author talks about how his/her home was full of Cuban culture and how great Cuban food is.,"The author also says, ""Growing up in this environment instilled in me a great sense that ""family"" had nothing to do with being a blood relative...","In our neighborhood, despite customs elsewhere, all of these cultures came together in great solidarity and friendship.""",LABEL_1,0.939325213432312
5845,"The mood created by the author of the memoir ""Narciso Rodriguez"" is generally a happy and memorable one.",The author describes how his parents came to @LOCATION1 and had to start all over.,"However, the author's parents are still very kind and turn their neighborhood into one big family.",LABEL_1,0.8442555665969849
5846,"In the memoir Narciso Rodriguez by Narciso Rodriguez the author's mood is happy, @CAPS1 he says ""I will always be grateful to my parents for their love and sacrifice.""",And @CAPS1 he loves his family and friends.,oh so dearly.,LABEL_1,0.774126410484314
5848,The mood in the @ORGANIZATION1 is displayed as happieness and appreciation.,Narciso understands how much his parents had given up for him by moving from Cuba to @LOCATION1.,They also have always stood by his side and made sure there was only positive attitudes around him.,LABEL_1,0.5602626204490662
5851,This shows that there were always people around.,"He also says how he is thankful for how his parents came to the @LOCATION1 ""to give their children a better life"".","Finally he says he is greatful to his parents ""I will always be grateful to my parents for their love and sacrife.""",LABEL_1,0.6052083373069763
5852,The very idea of this family moving from cuba into this three room apartment for their son really gives any reader some sense of warmth.,Finally the author gives us a Sense of culture.,"As early as paragraph @NUM1 the author writes...""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today (and for which I am eternally grateful.",LABEL_1,0.658011794090271
5853,The mood of the memoir is actually happy and grateful.,"I think this because the kid thanked his parents for letting them move to @LOCATION1 and all of them were happy that they took this sacrifice, Narciso especially.",Narciso always thanks his mom and dad for thier bravery.,LABEL_1,0.6107718348503113
5855,The mood the @CAPS1 creats in the memoir is a mixture.,"In reading the story you feel happy, and greatfull, this is because the @CAPS1 is stating how great her family and friends were, along with how great her life was.",She also states that you dont need alot of money or a big house to be happy.,LABEL_1,0.5044674277305603
5856,Then I also felt sympathy for Narciso's parents for leaving everything behind for their children.,"they also had to leave behind family, which is very hard to do.",Narciso's parents made a very tough but wise deisicon but in the end it was worth it.,LABEL_1,0.8058433532714844
5860,The mood in this memoir is very strong.,"Sometimes the mood is sad, ""They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved.",They struggled both personally and financially...,LABEL_1,0.9547311663627625
5866,The mood that the @CAPS2 used in the memoir was joyful and motivating at times.,"The @CAPS2 was able to paint a marviles painting of his parents, by using words such as brave, courageous, strength, perseverance, loving, carrieing, and gracious this shows the reader that the @CAPS2 wants to paint a serious mood.",Also when the @CAPS2 went on to describe his home it gave a sence of loving and joyful enviroment or mood.,LABEL_1,0.6479756236076355
5869,"In the memoir, the mood the author creates is peaceful.","@PERSON1 says his family has a warm home, which means it's nice and quiet.","Where @PERSON1's family lived, the different cultures that lived in the neighborhood were friendly with each other.",LABEL_1,0.9535192847251892
5870,Paragraph @NUM1 is a great example of how the mood created by the author is so happy.,Paragraph @NUM1 talks about how Narciso's family would go to their house and share meals with them.,Narciso was happy to be around his family.,LABEL_1,0.7637799978256226
5871,The mood created in this memoir is comfort.,"To me it is so comforting because it is such a happy memoir, where these two young people invite other people over their house all the time.",They also let people stay until they are able to get back on their feet.,LABEL_1,0.7905110716819763
5872,Another thing is the lifestyle.,I love how they are proud of their Cuban heritage.,They listen to their Cuban music and always cook their Cuban food.,LABEL_1,0.9545236825942992
5873,"The mood created by the author, Narciso Rodriguez is very happy and uplifting.",The whole story is an optimistic view of Narciso's child hood.,None of the bad parts of his childhood are written about.,LABEL_1,0.8758741021156311
5875,"In the excerpt of the memoir Home: The Blueprints of Our Lives by @PERSON1, the mood created is one of love for family and friends.",The author explains his parents reasons for immigrating with such love and devotion that it is hard to not feel the same way.,The author describes how everyone would eat together and they often had many more people eating with them.,LABEL_1,0.5877901911735535
5876,In the memoir the author creates a happy mood.,In the memoir Narciso Rodriguez talks about what he enjoyed and is thankful for from his childhood.,"He does this by talking about how his kitchen table was surronded by his ""family"".",LABEL_1,0.8333258628845215
5880,The authors mood of the memoir is that @CAPS1 is grateful because @CAPS1 tells us how much @CAPS1 appreciates of what his parents have done.,"@CAPS1 appreciates that his parents ""immigrated"" to the United States so @CAPS1 can have a ""better life"".","@CAPS1 said that ""they came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country the loved.""",LABEL_1,0.5310952663421631
5881,"He tells them of his ""...admiration of their strength and perseverance"" (@NUM1).","There is still ""no way to express my gratitude"" (@NUM1), he also states.",He will be forever grateful to his parents for these lessons that have formed his life.,LABEL_1,0.9463987946510316
